reason,path,hash,size_bytes,modified_iso,action
capcut_temp,/Users/steven/Movies/CapCut/User Data/Projects/com.lveditor.draft/0802/Resources/empty_audio2s.mp3,9e6afc3fdf484a23dffd5faa439834fc,8469,2025-05-23T04:58:49,delete_after_canonical_verified
capcut_temp,/Users/steven/Movies/CapCut/User Data/Projects/com.lveditor.draft/0803/Resources/empty_audio2s.mp3,9e6afc3fdf484a23dffd5faa439834fc,8469,2025-07-19T15:02:21,delete_after_canonical_verified
capcut_temp,/Users/steven/Movies/CapCut/User Data/Projects/com.lveditor.draft/0803 (1)/Resources/empty_audio2s.mp3,9e6afc3fdf484a23dffd5faa439834fc,8469,2025-07-19T15:02:21,delete_after_canonical_verified
capcut_temp,/Users/steven/Movies/CapCut/User Data/Projects/com.lveditor.draft/0803 (2)/Resources/empty_audio2s.mp3,9e6afc3fdf484a23dffd5faa439834fc,8469,2025-07-19T15:02:21,delete_after_canonical_verified
capcut_temp,/Users/steven/Movies/CapCut/User Data/Projects/com.lveditor.draft/1008 (1)/Resources/empty_audio2s.mp3,9e6afc3fdf484a23dffd5faa439834fc,8469,2025-09-09T03:41:13.281144,delete_after_canonical_verified
capcut_temp,/Users/steven/Movies/CapCut/User Data/Projects/com.lveditor.draft/0406/generate_resources/9b6e56fa1bed21249dba60225264ef43.mp4,d3b1bba93268d53d6c0427d5b8b79982,135569,2025-04-06T05:23:33.239286,delete_after_canonical_verified
capcut_temp,/Users/steven/Movies/CapCut/User Data/Projects/com.lveditor.draft/0601 (2)/generate_resources/ce80278c3deefef1cf2ec11d7e49e8bd.mp4,d3b1bba93268d53d6c0427d5b8b79982,135569,2025-06-01T20:12:28.037062,delete_after_canonical_verified
